City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
Tampa,Florida,Hillsborough County,United States,33609,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 20:36:57,2021-05-14 03:48:27,2021-02-23 05:46:08,2021-06-24,2021-05-14,,,2021-02-23 05:51:54,,,,Open,,entire company,10066,4,1,3,0,,,
Linwood,New Jersey,Atlantic County,United States,08221,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 19:38:02,2021-05-14 03:41:10,2021-02-24 04:40:04,2021-05-31,2021-05-14,,2021-02-24 04:39:20,2021-02-24 04:39:20,,,,Open,,entire company,10065,2,1,1,1,,,
Jacksonville,Florida,Duval County,United States,32250,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-02-19 16:19:07,2021-05-20 01:20:16,2021-02-23 03:40:29,,2021-05-20,2021-04-28 14:00:00,2021-04-30 04:06:54,2021-04-30 04:32:42,,2021-04-28 14:00:00,,Won,,entire company,10064,3,3,0,6,,,
Pawleys Island,South Carolina,Georgetown County,United States,29585,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 14:30:54,2021-05-18 06:20:18,2021-04-21 07:58:17,2021-06-03,2021-05-17,,2021-02-22 01:39:09,2021-03-18 21:24:33,,,,Open,,entire company,10063,3,2,1,1,,,
Brandon,Florida,Hillsborough County,United States,33511,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 13:33:08,2021-05-11 03:47:42,2021-05-04 08:16:23,2022-02-01,2021-03-24,,,,,,,Open,,entire company,10062,2,1,1,0,,,
Jupiter,Florida,Palm Beach County,United States,33469,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 12:45:22,2021-05-20 05:08:36,2021-02-22 01:27:28,2021-06-24,2021-05-13,,,,,,,Open,,entire company,10061,2,2,0,0,,,
Orlando,Florida,Orange County,United States,32807,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 12:09:31,2021-04-30 04:44:41,2021-03-05 06:23:07,,2021-04-27,2021-04-30 04:44:41,2021-04-30 04:04:25,2021-04-29 02:59:09,,2021-04-30 04:44:41,,Won,,entire company,10060,3,2,1,4,,,
Catskill,New York,Greene County,United States,12414,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-19 10:40:43,2021-05-14 05:16:56,2021-02-23 00:37:22,2021-05-20,2021-03-16,,,2021-03-02 06:22:02,,,,Open,,entire company,10059,5,4,1,2,,,
Callicoon,New York,Sullivan County,United States,12723,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 10:13:22,2021-05-03 00:24:50,2021-02-21 21:07:58,,2021-04-29,,,2021-02-21 21:10:11,2021-05-03 00:24:50,2021-05-03 00:24:50,,Lost,Unresponsive,entire company,10058,2,2,0,3,,,
Las Vegas,Nevada,Clark County,United States,89123,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 09:54:14,2021-05-17 07:05:31,2021-02-21 21:47:39,2021-06-17,2021-05-17,,2021-04-19 07:12:35,2021-05-17 07:05:04,,,,Open,,entire company,10057,3,1,2,0,,,
Orlando,Florida,Orange County,United States,32818,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-19 08:56:19,2021-05-17 23:29:02,2021-05-17 23:29:02,2021-05-21,2021-05-14,,,2021-02-22 04:40:15,,,,Open,,entire company,10056,5,5,0,6,,,
Grovetown,Georgia,Columbia County,United States,30813,,Salesperson 5,Salesperson 5,5195,USD,519.5,USD,10,,Sales,,Discussion,2021-02-19 08:45:27,2021-04-30 12:46:12,2021-03-08 04:38:27,2021-06-01,2021-03-05,,,,,,,Open,,entire company,10055,5,5,0,4,,,
Lakeland,Florida,Polk County,United States,33810,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 08:27:52,2021-05-14 05:48:11,2021-02-22 23:26:56,2021-05-04,2021-03-16,,,2021-02-22 23:29:03,,,,Open,,entire company,10054,3,1,2,0,,,
Lakeland,Florida,Polk County,United States,33801,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 08:23:28,2021-03-19 22:26:21,2021-03-19 22:26:02,2021-06-17,2021-03-18,,,2021-02-19 05:25:32,,,,Open,,entire company,10053,2,1,1,1,,,
Woodway,Texas,McLennan County,United States,76712,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-19 08:23:01,2021-05-09 03:32:04,2021-02-21 21:10:40,2021-05-09,2021-04-28,,,2021-02-21 21:14:38,2021-04-27 22:43:23,2021-04-27 22:43:23,,Lost,Unresponsive,entire company,10052,1,0,1,2,,,
Philadelphia,Pennsylvania,Philadelphia County,United States,19153,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 07:38:14,2021-05-20 06:42:39,2021-02-21 23:47:12,2021-06-01,2021-03-04,,,,,,,Open,,entire company,10051,3,1,2,0,,,
Fort Lauderdale,Florida,Broward County,United States,33327,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-19 07:19:01,2021-05-24 07:26:04,2021-02-22 08:15:37,,2021-04-20,,,2021-02-21 02:47:28,2021-05-10 06:25:34,2021-05-10 06:25:34,,Lost,Unresponsive,entire company,10050,4,4,0,1,,,
Winter Garden,Florida,Orange County,United States,34787,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-19 06:29:44,2021-04-30 12:46:12,,,2021-02-22,,,2021-02-21 13:18:08,2021-02-22 08:11:01,2021-02-22 08:11:01,,Lost,Unresponsive,entire company,10048,2,2,0,1,,,
Vero Beach,Florida,Indian River County,United States,32963,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 06:01:40,2021-05-18 05:56:11,2021-02-24 04:15:10,2021-07-14,2021-05-18,,,2021-03-02 06:18:36,,,,Open,,entire company,10047,4,4,0,2,,,
Holly Hill,Florida,Volusia County,United States,32117,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 05:17:39,2021-05-14 05:54:07,2021-02-24 02:22:28,2021-05-17,2021-04-29,,,2021-02-24 02:22:56,,,,Open,,entire company,10046,4,1,3,1,,,
Old Town Manassas,Virginia,Prince William County,United States,20111,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 04:15:01,2021-04-30 12:46:12,2021-02-23 02:28:26,2021-05-29,2021-04-26,,,2021-02-21 13:06:58,,,,Open,,entire company,10045,3,2,1,2,,,
Newport Beach,California,Orange County,United States,92661,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 02:26:16,2021-04-30 12:46:12,2021-02-19 05:06:34,2021-06-25,2021-03-26,,,2021-02-19 05:06:13,,,,Open,,entire company,10044,3,1,2,0,,,
Melbourne,Florida,Brevard County,United States,32901,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 01:43:51,2021-04-30 12:46:12,2021-02-23 05:57:23,2021-06-02,2021-04-12,,,2021-02-23 06:00:48,,,,Open,,entire company,10043,4,4,0,2,,,
Fort Myers,Florida,Lee County,United States,33901,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-19 01:30:18,2021-05-16 22:08:04,2021-03-02 05:02:26,2021-05-17,2021-03-02,,2021-02-24 03:56:14,2021-02-24 06:34:09,,,,Open,,entire company,10042,1,0,1,1,,,
Daytona Beach,Florida,Volusia County,United States,32114,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-19 00:55:00,2021-05-20 06:47:10,2021-02-21 23:36:54,2021-06-08,2021-03-22,,,,,,,Open,,entire company,10041,5,5,0,2,,,
Miami,Florida,Miami-Dade County,United States,33156,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 23:58:43,2021-02-19 00:45:20,2021-02-19 00:03:12,,2021-02-19,,,2021-02-19 00:03:07,2021-02-19 00:45:20,2021-02-19 00:45:20,,Lost,Unresponsive,entire company,10040,3,3,0,3,,,
Asbury,New Jersey,Warren County,United States,08802,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 23:49:53,2021-04-30 12:46:12,,,,,,2021-02-23 04:55:37,2021-02-23 05:03:25,2021-02-23 05:03:25,,Lost,Unresponsive,entire company,10038,3,1,2,0,,,
Decatur,Georgia,DeKalb County,United States,30032,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 23:26:01,2021-04-30 12:46:12,2021-02-18 23:35:08,,2021-03-05,,2021-03-24 02:31:07,2021-03-24 03:04:57,2021-03-24 03:05:09,2021-03-24 03:05:09,,Lost,Unresponsive,entire company,10037,5,5,0,4,,,
IND CRK VLG,Florida,Miami-Dade County,United States,33154,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 22:17:09,2021-05-24 20:41:09,2021-05-24 20:41:09,2021-10-15,2021-04-16,,2021-03-07 04:40:52,2021-03-07 04:42:15,,,,Open,,entire company,10036,3,1,2,0,,,
Thonotosassa,Florida,Hillsborough County,United States,33592,,Salesperson 3,Salesperson 3,25555,USD,12777.5,USD,50,,Sales,,Discussion,2021-02-18 21:38:53,2021-04-27 03:53:35,2021-02-19 01:24:55,2021-05-11,2021-02-19,,,,,,,Open,,entire company,10035,8,7,1,1,,,
Beverly Hills,California,Los Angeles County,United States,90209,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 21:28:03,2021-05-11 05:14:45,2021-02-18 22:14:38,2021-06-15,2021-05-11,,,,,,,Open,,entire company,10034,4,4,0,3,,,
Mesa,Arizona,Maricopa County,United States,85207,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 21:25:34,2021-04-14 05:16:25,2021-02-21 21:43:26,,2021-04-14,,,,2021-04-14 05:16:25,2021-04-14 05:16:25,,Lost,Unresponsive,entire company,10033,4,3,1,2,,,
Trenton,New Jersey,Mercer County,United States,08690,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 18:04:58,2021-04-30 12:46:12,2021-02-19 01:41:46,2021-06-01,2021-03-08,,,,,,,Open,,entire company,10032,4,4,0,3,,,
North Miami Beach,Florida,Miami-Dade County,United States,33162,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 17:36:50,2021-04-30 12:46:12,2021-02-18 19:30:21,,2021-04-22,,,2021-02-18 19:34:16,2021-04-27 06:06:07,2021-04-27 06:06:07,,Lost,Unresponsive,entire company,10031,2,1,1,0,,,
North Miami,Florida,Miami-Dade County,United States,33168,,Salesperson 3,Salesperson 3,7500,USD,300,USD,,,Sales,,Discussion,2021-02-18 17:32:02,2021-05-07 07:27:23,2021-03-05 06:44:17,2021-06-11,2021-04-09,,,2021-02-18 20:50:36,,,,Open,,entire company,10030,2,2,0,1,,,
Beach Haven,New Jersey,Ocean County,United States,08008,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 13:57:54,2021-05-06 21:37:02,2021-03-10 20:20:17,,2021-03-16,2021-03-11 11:00:00,2021-03-12 02:46:03,2021-03-10 03:57:34,,2021-03-11 11:00:00,,Won,,entire company,10029,4,3,1,2,,,
Central Falls,Rhode Island,Providence County,United States,02863,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 12:19:48,2021-05-07 07:25:08,2021-03-05 06:47:02,2021-07-02,2021-04-09,,,2021-02-18 20:47:01,,,,Open,,entire company,10028,5,5,0,1,,,
Wall Township,New Jersey,Monmouth County,United States,07727,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 11:25:23,2021-04-30 12:46:12,2021-02-23 05:25:58,2021-05-31,2021-03-16,,2021-02-25 04:21:03,2021-02-25 00:39:20,,,,Open,,entire company,10027,3,1,2,0,,,
Fort Lauderdale,Florida,Broward County,United States,33351,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 11:02:16,2021-04-30 12:46:12,2021-02-22 05:16:11,,2021-04-29,,,,2021-04-29 04:52:34,2021-04-29 04:52:34,,Lost,Unresponsive,entire company,10026,4,3,1,2,,,
Austin,Texas,Travis County,United States,78704,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 10:57:59,2021-05-17 03:49:19,2021-02-24 07:42:43,2021-07-22,2021-05-17,,,2021-02-23 05:29:49,,,,Open,,entire company,10025,3,2,1,4,,,
Griswold,Connecticut,New London County,United States,06351,,Salesperson 3,Salesperson 3,7500,USD,1875,USD,25,,Sales,,Discussion,2021-02-18 10:21:52,2021-03-26 06:07:58,2021-02-19 00:39:12,,2021-02-22,2021-03-10 13:00:00,,2021-03-26 06:06:46,,2021-03-10 13:00:00,,Won,,entire company,10024,3,2,1,1,,,
Fort Myers,Florida,Lee County,United States,33908,,Salesperson 5,Salesperson 5,3095,USD,3095,USD,90,,Sales,,Quote,2021-02-18 10:13:07,2021-04-30 12:46:12,2021-02-18 20:43:11,2021-06-25,2021-03-26,,,2021-02-18 20:42:56,,,,Open,,entire company,10023,10,9,1,26,,,
Atlanta,Georgia,Fulton County,United States,30307,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 09:43:52,2021-04-30 12:46:12,2021-02-26 01:26:15,2021-06-11,2021-03-12,,2021-02-26 01:29:58,2021-02-26 01:50:17,,,,Open,,entire company,10022,3,3,0,3,,,
Tampa,Florida,Hillsborough County,United States,33618,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 09:14:33,2021-04-30 12:46:12,2021-03-05 06:55:17,2021-08-06,2021-03-05,,,2021-02-18 20:37:20,,,,Open,,entire company,10021,4,3,1,2,,,
Bay Lake,Florida,Orange County,United States,32821,,Salesperson 4,Salesperson 4,10000,USD,2500,USD,25,,Sales,,Discussion,2021-02-18 07:10:35,2021-04-30 12:46:12,2021-02-25 04:43:11,2021-06-23,2021-02-24,,,2021-02-23 23:42:18,,,,Open,,entire company,10020,7,6,1,1,,,
Cincinnati,Ohio,Hamilton County,United States,45202,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 03:24:58,2021-04-13 06:08:04,2021-02-18 04:23:22,2021-05-31,2021-03-26,,2021-02-18 04:22:32,2021-02-18 04:22:25,,,,Open,,entire company,10019,3,2,1,2,,,
Tampa,Florida,Hillsborough County,United States,33606,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 03:23:08,2021-04-30 12:46:12,2021-02-18 04:55:29,2021-05-27,2021-03-25,,,2021-02-18 04:55:15,,,,Open,,entire company,10018,2,1,1,1,,,
Cranbury Township,New Jersey,Middlesex County,United States,08512,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 03:22:06,2021-04-30 12:46:12,2021-03-14 22:29:36,,2021-03-15,2021-03-15 02:37:33,2021-03-14 22:27:15,2021-03-25 07:18:00,,2021-03-15 02:37:33,,Won,,entire company,10017,3,1,2,0,,,
San Fernando,California,Los Angeles County,United States,91344,,Salesperson 1,Salesperson 1,3245,USD,32.45,USD,,,Sales,,Enquiry,2021-02-18 03:20:07,2021-05-25 04:06:55,2021-02-22 23:41:30,2021-07-29,2021-05-25,,,,,,,Open,,entire company,10016,5,4,1,2,,,
Fairburn,Georgia,Fulton County,United States,30213,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 03:15:17,2021-05-19 05:56:29,2021-02-18 03:31:52,2021-05-26,2021-02-18,,,2021-02-18 03:31:29,,,,Open,,entire company,10015,3,3,0,1,,,
Fort Myers,Florida,Lee County,United States,33905,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 02:06:03,2021-04-30 12:46:12,2021-02-18 04:57:33,2021-07-01,2021-04-08,,,2021-02-18 04:57:21,,,,Open,,entire company,10014,1,1,0,0,,,
Deerfield Beach,Florida,Broward County,United States,33442,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-18 00:20:35,2021-05-24 03:09:37,2021-05-24 03:09:37,2021-07-29,2021-04-28,,,,,,,Open,,entire company,10013,3,3,0,3,,,
Missoula,Montana,Missoula County,United States,59804,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-18 00:00:00,2021-05-22 19:19:34,2021-02-18 19:47:38,2021-05-17,2021-04-13,,2021-02-19 04:35:59,2021-02-18 19:50:19,,,,Open,,entire company,10012,4,4,0,2,,,
Charlottesville,Virginia,Albemarle County,United States,22902,,Salesperson 1,Salesperson 1,7245,USD,3622.5,USD,50,,Sales,,Hot Pipeline,2021-02-17 23:38:35,2021-05-19 22:41:48,2021-02-18 05:28:47,,2021-05-17,,,,2021-05-19 22:41:48,2021-05-19 22:41:48,,Lost,Unresponsive,entire company,10011,6,5,1,2,,,
Blairstown,New Jersey,Warren County,United States,07825,,Salesperson 5,Salesperson 5,9000,USD,900,USD,10,,Sales,,Enquiry,2021-02-17 21:23:51,2021-04-30 12:46:12,2021-02-17 22:07:46,2021-07-20,2021-04-20,,,2021-02-17 22:07:32,,,,Open,,entire company,10009,3,3,0,3,,,
Circleville,New York,Orange County,United States,10919,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 20:07:44,2021-04-30 12:46:12,2021-02-22 23:42:03,2021-07-01,2021-04-12,,,2021-02-22 23:54:19,,,,Open,,entire company,10008,3,1,2,0,,,
Paterson,New Jersey,Passaic County,United States,07504,,Salesperson 4,Salesperson 4,5664.9,USD,5664.9,USD,100,,Sales,,Quote,2021-02-17 19:28:06,2021-04-30 12:46:12,2021-02-17 20:03:58,,,,,,2021-02-17 20:04:30,2021-02-17 20:04:30,,Lost,Unresponsive,entire company,10006,4,3,1,24,,,
Clermont,Florida,Lake County,United States,34715,,Salesperson 2,Salesperson 2,7500,USD,300,USD,,,Sales,,Discussion,2021-02-17 18:52:50,2021-04-30 12:46:12,2021-02-17 20:07:40,,2021-04-23,,,2021-02-17 20:11:17,2021-04-27 22:39:51,2021-04-27 22:39:51,,Lost,Unresponsive,entire company,10005,3,2,1,0,,,
Nesconset,New York,Suffolk County,United States,11767,,Salesperson 5,Salesperson 5,7500,USD,750,USD,10,,Sales,,Discussion,2021-02-17 18:42:23,2021-03-09 23:52:52,2021-03-03 04:44:51,,2021-03-11,,2021-03-03 06:14:44,2021-02-24 06:00:28,2021-03-08 00:15:14,2021-03-08 00:15:14,,Lost,Unresponsive,entire company,10004,2,2,0,3,,,
Fort Myers,Florida,Lee County,United States,33966,,Salesperson 4,Salesperson 4,7063.88,USD,7063.88,USD,50,,Sales,,Quote,2021-02-17 18:00:55,2021-05-16 21:23:10,2021-02-22 05:22:45,2021-06-04,2021-05-17,,,2021-05-16 21:22:41,,,,Open,,entire company,10003,12,11,1,68,,,
Belle Isle,Florida,Orange County,United States,32809,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-02-17 16:28:07,2021-04-30 12:46:12,2021-02-18 04:34:49,2021-08-05,2021-03-31,,,,,,,Open,,entire company,10002,4,3,1,2,,,
Miami,Florida,Miami-Dade County,United States,33178,,Salesperson 5,Salesperson 5,5195,USD,519.5,USD,10,,Sales,,Discussion,2021-02-17 15:10:29,2021-05-14 03:35:46,2021-02-18 06:13:49,2021-06-15,2021-05-14,,,2021-02-18 06:15:51,,,,Open,,entire company,10001,4,4,0,4,,,
Belle Isle,Florida,Orange County,United States,32812,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 14:50:42,2021-05-06 00:38:06,2021-03-01 21:59:30,,2021-03-17,,2021-02-18 01:38:08,2021-02-17 22:01:57,2021-05-06 00:38:06,2021-05-06 00:38:06,,Lost,Unresponsive,entire company,10000,2,0,2,0,,,
Orlando,Florida,Orange County,United States,32801,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 13:53:18,2021-04-29 02:01:01,2021-02-18 01:24:30,2021-05-26,2021-03-08,,,2021-03-08 05:39:36,,,,Open,,entire company,9999,4,4,0,4,,,
Azalea Park,Florida,Orange County,United States,32807,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 13:35:06,2021-05-14 05:54:07,2021-02-17 22:18:34,2021-05-17,2021-03-04,,,,,,,Open,,entire company,9998,4,3,1,2,,,
Traverse City,Michigan,Grand Traverse County,United States,49696,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-17 13:13:17,2021-04-15 06:24:22,2021-03-03 23:31:59,2021-07-15,2021-04-15,,,2021-02-17 22:17:26,,,,Open,,entire company,9997,3,3,0,1,,,
Barnstable,Massachusetts,Barnstable County,United States,02655,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 13:08:11,2021-04-30 12:46:12,2021-02-22 05:25:13,2021-06-16,2021-02-22,,,,,,,Open,,entire company,9996,4,3,1,2,,,
Surfside,Florida,Miami-Dade County,United States,33154,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 12:23:37,2021-04-30 12:46:12,2021-02-17 22:20:47,2021-06-03,2021-04-29,,,2021-04-29 04:53:54,,,,Open,,entire company,9995,1,1,0,1,,,
Tallahassee,Florida,Leon County,United States,32317,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-17 12:04:04,2021-04-30 12:46:12,,,2021-02-18,,,,2021-02-18 03:18:39,2021-02-18 03:18:39,,Lost,Product design,entire company,9994,2,2,0,0,,,
Buffalo,New York,Erie County,United States,14216,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 11:26:07,2021-04-30 12:46:12,2021-02-18 03:57:41,2021-06-17,2021-04-22,,,2021-02-18 03:03:00,,,,Open,,entire company,9993,3,1,2,1,,,
Denver,Colorado,Denver County,United States,80209,,Salesperson 5,Salesperson 5,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 11:18:28,2021-04-30 12:46:12,2021-02-22 04:49:47,2021-05-07,2021-02-22,,,2021-02-22 04:50:04,,,,Open,,entire company,9992,2,2,0,3,,,
Brigantine,New Jersey,Atlantic County,United States,08203,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 10:41:56,2021-05-13 08:36:58,2021-03-03 23:35:50,2021-05-27,2021-04-15,,,2021-02-17 22:23:52,,,,Open,,entire company,9991,3,1,2,0,,,
Christiana,Delaware,New Castle County,United States,19702,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 09:07:29,2021-05-25 07:08:34,2021-02-22 05:27:12,2021-07-23,2021-05-25,,,2021-02-22 05:31:51,,,,Open,,entire company,9990,3,2,1,0,,,
Oxford,New York,Chenango County,United States,13830,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-02-17 08:38:23,2021-04-30 12:46:12,2021-03-04 04:31:48,,2021-03-04,,,2021-02-17 22:04:27,2021-03-04 04:32:09,2021-03-04 04:32:09,,Lost,Unresponsive,entire company,9989,4,4,0,1,,,
Pompano Beach,Florida,Broward County,United States,33073,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 07:48:55,2021-03-28 20:22:04,2021-02-22 04:43:17,2021-05-17,2021-03-16,,,2021-02-22 04:45:29,,,,Open,,entire company,9988,3,1,2,0,,,
PT ORANGE,Florida,Volusia County,United States,32128,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 07:35:55,2021-04-30 12:46:12,2021-02-18 05:29:35,2021-06-17,2021-02-18,,,2021-02-18 01:27:46,,,,Open,,entire company,9987,4,3,1,3,,,
Seattle,Washington,King County,United States,98116,,Salesperson 1,Salesperson 1,17478.55,USD,17478.55,USD,,,Sales,,Quote,2021-02-17 07:03:17,2021-05-16 08:23:46,2021-02-17 23:33:17,2021-05-14,2021-03-16,,,2021-02-17 23:34:39,,,,Open,,entire company,9985,3,3,0,28,,,
Oradell,New Jersey,Bergen County,United States,07649,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 06:32:16,2021-04-30 12:46:12,2021-02-17 23:35:18,2021-05-19,2021-03-16,,,2021-02-17 23:38:48,,,,Open,,entire company,9984,3,1,2,0,,,
Pompano Beach,Florida,Broward County,United States,33071,,Support,Support,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 06:13:31,2021-04-30 12:46:12,2021-02-17 22:14:16,2021-07-15,2021-04-15,,,2021-02-17 22:14:03,,,,Open,,entire company,9982,3,1,2,0,,,
West Hollywood,California,Los Angeles County,United States,90038,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 06:04:12,2021-03-28 22:53:31,2021-02-18 04:46:58,,2021-02-22,2021-02-21 23:33:04,2021-03-28 00:45:19,2021-03-28 22:53:32,,2021-02-21 23:33:04,,Won,,entire company,9981,4,4,0,2,,,
Boca Grande,Florida,Lee County,United States,33921,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 05:50:30,2021-04-30 12:46:12,2021-02-17 06:06:34,2021-06-30,2021-03-31,,,2021-02-17 06:05:46,,,,Open,,entire company,9980,2,1,1,1,,,
Alafaya,Florida,Orange County,United States,32825,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 04:16:16,2021-04-21 07:58:53,,2021-06-07,,,,2021-02-17 04:16:50,,,,Open,,entire company,9978,4,4,0,2,,,
Parkville,Maryland,Baltimore County,United States,21234,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 04:00:13,2021-04-15 23:50:10,2021-02-23 06:27:04,2021-05-26,2021-04-16,,,,,,,Open,,entire company,9977,2,2,0,2,,,
Pompano Beach,Florida,Broward County,United States,33064,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 03:41:43,2021-04-30 12:46:12,2021-02-18 05:29:58,,2021-02-26,,,2021-02-18 01:19:54,2021-03-04 04:36:08,2021-03-04 04:36:08,,Lost,Unresponsive,entire company,9976,4,3,1,3,,,
Massillon,Ohio,Stark County,United States,44646,,Salesperson 4,Salesperson 4,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 03:32:36,2021-04-30 12:46:12,2021-02-17 04:57:12,2021-06-15,2021-03-16,,,2021-02-17 04:58:18,,,,Open,,entire company,9975,4,3,1,2,,,
Lehighton,Pennsylvania,Carbon County,United States,18235,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-02-17 02:37:27,2021-04-30 12:46:12,2021-04-19 01:02:50,2021-07-20,2021-04-19,,,,,,,Open,,entire company,9974,4,4,0,3,,,
